,hasLocation,hasKeyword,tweetNumberOfChars,numberOfWords,numEx,numAt,numHash,numQ,numPeriod,numComma,numLinks,numPunc,avgCharsPerWord,numNumericTweet,numLettersTweet,numUpperTweet,numVowelsTweet,numConsonantsTweet,numNouns,numVerbs,numPrep,numAdj,numAdv,charsPerSentenceTweet,numSentencesTweet,numProperNoun,numTo,ttr,entropy,hashPerSentence,wordsPerSentence,atPerSentence,commasPerSentence,linksPerSentence,sentimentText,sentimentVader,target
17,0,0,16,3,0,0,0,0,0,0,0,0,4.666666666666667,0,14,1,5,9,1,1,0,0,0,16.0,1,1,0,1.0,1.4056577788921638,0.0,3.0,0.0,0.0,0.0,0.5,0.5859,0
18,0,0,17,5,0,0,0,0,0,0,0,0,2.6,0,13,1,4,9,1,1,0,1,0,17.0,1,0,0,1.0,1.4056475626344112,0.0,5.0,0.0,0.0,0.0,0.2,0.0,0
19,0,0,28,3,0,6,0,0,0,0,0,6,8.666666666666666,0,20,1,15,5,1,0,0,0,0,28.0,1,0,0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0
20,0,0,22,3,4,0,0,0,0,0,0,4,6.666666666666667,0,16,0,7,9,0,1,0,1,0,3.6,5,0,0,1.0,1.0,0.0,0.6,0.0,0.0,0.0,-0.3333333333333333,-0.3612,0
21,0,0,17,4,0,0,0,0,0,0,0,0,3.5,0,12,1,5,7,2,1,0,1,0,17.0,1,1,0,0.75,1.4127275864188622,0.0,4.0,0.0,0.0,0.0,0.35,0.3182,0
22,0,0,11,2,0,0,0,0,0,0,0,0,5.0,0,10,1,4,6,2,0,0,0,0,11.0,1,1,0,1.0,1.3680110417898255,0.0,2.0,0.0,0.0,0.0,0.5,0.6369,0
23,0,0,21,4,0,1,0,0,0,0,0,1,4.5,0,17,1,6,11,1,0,0,1,0,21.0,1,0,0,1.0,1.3836372984781278,0.0,4.0,1.0,0.0,0.0,1.0,0.5719,0
24,0,0,8,1,0,0,0,0,0,0,0,0,8.0,0,8,8,6,2,1,0,0,0,0,8.0,1,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25,0,0,30,6,3,0,0,0,0,0,0,3,4.166666666666667,0,21,2,8,13,2,2,1,0,0,6.75,4,0,0,1.0,1.7055383360279646,0.0,1.5,0.0,0.0,0.0,-0.2,0.1838,0
26,0,0,21,5,0,1,0,0,0,0,0,1,3.4,0,16,4,5,11,3,0,1,1,0,21.0,1,2,0,1.0,1.4098817780327053,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0
27,0,0,18,3,0,0,0,0,0,0,0,0,5.333333333333333,0,16,1,5,11,1,1,0,0,0,18.0,1,0,0,1.0,1.3861450040642396,0.0,3.0,0.0,0.0,0.0,0.5,0.6369,0
28,0,0,9,2,0,0,0,0,0,0,0,0,4.0,0,6,1,4,2,2,0,0,0,0,9.0,1,1,0,0.5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
29,0,0,18,4,0,0,1,0,0,0,0,1,3.75,0,14,1,7,7,1,1,1,0,0,18.0,1,0,0,1.0,1.3299546969864777,1.0,4.0,0.0,0.0,0.0,0.0,0.3612,0
30,0,0,8,2,0,1,0,0,0,0,0,1,3.5,0,6,1,2,4,1,0,0,0,0,8.0,1,0,0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0
31,1,1,55,5,1,0,0,0,0,1,1,3,10.2,1,44,10,12,32,3,1,0,1,0,27.0,2,2,0,0.8,1.9856247744667335,0.0,2.5,0.0,0.5,0.5,0.0,0.0,1
32,1,1,67,10,2,0,0,2,0,1,0,5,5.8,2,48,5,14,34,3,2,0,1,0,21.666666666666668,3,0,1,0.9,2.2231744285920105,0.0,3.3333333333333335,0.0,0.3333333333333333,0.0,-0.2,0.0,0
33,1,1,82,9,2,0,0,1,0,1,0,4,8.222222222222221,1,64,17,24,40,6,1,1,1,0,26.666666666666668,3,2,0,0.8888888888888888,2.6081719833278028,0.0,3.0,0.0,0.3333333333333333,0.0,0.0,0.0,1
34,1,1,34,7,0,1,0,0,0,0,0,1,4.0,0,27,2,11,16,2,2,1,0,0,34.0,1,1,0,1.0,1.7238021596416526,0.0,7.0,1.0,0.0,0.0,0.15,-0.4767,0
35,1,1,76,13,1,0,0,0,0,1,0,2,4.923076923076923,1,58,35,17,41,10,0,1,1,0,37.5,2,9,0,0.9230769230769231,2.2201161046605766,0.0,6.5,0.0,0.5,0.0,0.0,0.0,0
36,1,1,122,21,1,0,0,1,0,0,1,3,4.857142857142857,0,98,7,37,61,7,4,1,2,0,60.5,2,1,0,1.0,3.410791099065896,0.0,10.5,0.0,0.0,0.5,0.16818181818181818,-0.5023,0
37,1,1,55,8,1,0,0,0,0,1,0,2,6.0,1,41,10,18,23,6,0,1,0,0,27.0,2,5,0,0.75,2.2106023204136838,0.0,4.0,0.0,0.5,0.0,0.0,0.0,1
38,0,1,138,19,4,0,0,1,0,1,0,6,6.2631578947368425,2,107,33,39,68,14,1,1,1,0,26.8,5,12,0,0.8421052631578947,3.5496224726370516,0.0,3.8,0.0,0.2,0.0,0.0,0.0,1
39,1,1,22,5,0,0,0,0,0,0,0,0,3.6,0,17,3,7,10,2,1,1,0,0,22.0,1,2,0,1.0,1.4138073375953646,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0
40,1,1,114,8,4,0,0,1,0,4,0,9,13.375,7,78,23,18,60,4,2,0,1,0,22.0,5,0,0,0.625,1.7108675802487938,0.0,1.6,0.0,0.8,0.0,0.0,0.0,0
41,0,1,60,10,0,0,0,0,0,0,0,0,5.1,0,49,0,25,24,3,0,2,3,0,60.0,1,0,0,0.9,2.362664209344019,0.0,10.0,0.0,0.0,0.0,-0.1,-0.6486,0
42,1,1,120,24,1,0,2,0,0,0,0,3,4.041666666666667,0,94,7,39,55,10,4,2,2,0,59.5,2,3,1,0.9166666666666666,3.6875059942156847,1.0,12.0,0.0,0.0,0.0,0.6,0.8807,0
43,0,1,44,6,0,0,4,0,0,0,1,5,6.5,0,34,20,16,18,6,0,0,0,0,44.0,1,5,0,0.8333333333333334,1.983007813496714,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0
44,0,1,92,14,4,1,0,0,0,1,0,6,5.642857142857143,1,69,6,22,47,5,2,1,0,0,17.6,5,1,1,0.8571428571428571,2.4254535832005777,0.0,2.8,0.2,0.2,0.0,0.0,0.0,0
45,0,1,96,16,2,0,1,0,0,1,0,4,5.0625,3,71,7,25,46,5,2,2,2,0,31.333333333333332,3,2,0,0.875,2.4204374945545544,0.3333333333333333,5.333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3818,0
46,1,1,97,13,1,0,0,0,0,1,0,2,6.538461538461538,2,77,7,26,51,4,3,2,1,0,48.0,2,3,0,0.9230769230769231,2.435389484779954,0.0,6.5,0.0,0.5,0.0,0.0,-0.25,1
47,0,1,63,10,0,0,0,0,0,0,0,0,5.4,0,54,1,20,34,3,3,0,1,0,63.0,1,0,1,0.9,2.6141830599126585,0.0,10.0,0.0,0.0,0.0,1.0,0.5423,0
48,1,1,114,8,4,0,0,1,0,4,0,9,13.375,7,78,23,18,60,4,2,0,1,0,22.0,5,0,0,0.625,1.7108675802487938,0.0,1.6,0.0,0.8,0.0,0.0,0.0,0
49,1,1,138,27,3,0,0,0,0,0,0,3,4.148148148148148,0,107,4,41,66,8,6,3,2,0,33.75,4,2,2,0.9259259259259259,2.923974110076987,0.0,6.75,0.0,0.0,0.0,-0.020238095238095236,0.2927,0
50,1,1,73,9,1,0,0,0,0,1,0,2,7.222222222222222,1,58,9,19,39,8,0,1,0,0,36.0,2,3,0,0.8888888888888888,2.6023974542424027,0.0,4.5,0.0,0.5,0.0,0.0,0.0,1
51,1,1,74,10,1,0,0,0,0,1,0,2,6.5,1,59,7,24,35,5,2,1,1,0,36.5,2,1,0,0.9,2.4152878207814266,0.0,5.0,0.0,0.5,0.0,-0.1,0.0,1
52,1,1,133,18,5,0,0,0,0,2,0,7,6.444444444444445,3,99,27,28,71,13,1,1,0,0,21.333333333333332,6,10,0,0.7222222222222222,2.952675595574005,0.0,3.0,0.0,0.3333333333333333,0.0,0.0,0.0,0
53,1,1,95,10,1,0,0,0,0,1,0,2,8.6,1,79,14,26,53,9,0,1,0,0,47.0,2,8,0,0.9,2.771355017358867,0.0,5.0,0.0,0.5,0.0,-0.16666666666666666,0.0,1
54,1,1,130,15,2,0,8,0,0,1,1,12,7.733333333333333,2,94,8,31,63,7,3,0,2,0,42.666666666666664,3,3,1,0.8666666666666667,2.9774409293747253,2.6666666666666665,5.0,0.0,0.3333333333333333,0.3333333333333333,0.25416666666666665,0.5106,0
55,1,1,135,19,1,0,0,2,0,1,0,4,6.157894736842105,2,108,9,35,73,9,2,4,1,0,67.0,2,4,0,0.8947368421052632,2.967590830705492,0.0,9.5,0.0,0.5,0.0,0.0,0.0,1
56,1,1,97,13,5,0,0,0,0,1,0,6,6.538461538461538,3,72,59,24,48,12,0,0,0,0,15.333333333333334,6,11,0,0.7692307692307693,2.96516370167394,0.0,2.1666666666666665,0.0,0.16666666666666666,0.0,0.0,0.0,1
57,1,1,123,22,1,0,0,0,0,1,1,3,4.636363636363637,2,93,9,32,61,8,3,2,1,0,61.0,2,1,0,0.7727272727272727,2.927483698619143,0.0,11.0,0.0,0.5,0.5,0.0,0.91,0
58,1,1,119,24,1,2,0,0,0,0,0,3,4.0,0,92,9,31,61,8,6,3,2,0,59.0,2,5,1,1.0,3.68477975914835,0.0,12.0,1.0,0.0,0.0,0.4,0.0,0
59,1,1,138,16,2,0,0,3,0,2,0,7,7.6875,5,104,12,34,70,7,3,2,1,0,45.333333333333336,3,5,0,0.875,2.810956524130296,0.0,5.333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0258,1
60,0,1,85,17,0,0,0,0,0,0,0,0,4.0588235294117645,0,68,4,23,45,10,1,5,0,0,85.0,1,3,1,0.9411764705882353,3.1418283300969967,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0
61,1,1,133,17,4,1,0,0,0,1,0,6,6.882352941176471,1,106,10,37,69,7,3,2,1,0,25.8,5,2,0,0.9411764705882353,2.9685491006371,0.0,3.4,0.2,0.2,0.0,0.0,0.0,0
62,1,1,93,14,1,0,0,0,0,1,0,2,5.571428571428571,11,58,14,19,39,7,0,0,2,0,46.0,2,5,0,0.5714285714285714,2.8124176165655728,0.0,7.0,0.0,0.5,0.0,-0.4,-0.3612,0
63,1,1,138,23,0,1,0,0,0,0,2,3,5.043478260869565,6,105,4,42,63,8,4,0,3,0,138.0,1,2,0,0.8695652173913043,2.770690033520262,0.0,23.0,1.0,0.0,2.0,0.0,0.0,1
64,1,1,75,9,1,0,0,2,0,1,0,4,7.222222222222222,1,55,14,18,37,7,0,0,1,0,37.0,2,5,0,0.7777777777777778,2.6227958507766793,0.0,4.5,0.0,0.5,0.0,0.0,0.0,0
65,1,1,76,8,1,0,0,0,0,1,1,3,8.625,0,63,7,19,44,5,1,1,1,0,37.5,2,1,0,1.0,2.4295369174603274,0.0,4.0,0.0,0.5,0.5,0.4000000000000001,-0.0258,1
66,1,1,85,19,1,0,1,0,0,0,1,3,3.526315789473684,0,63,2,27,36,2,7,1,2,0,42.0,2,0,1,0.9473684210526315,2.806674141491491,0.5,9.5,0.0,0.0,0.5,-0.125,0.0,0
67,1,1,135,26,1,0,0,0,0,0,0,1,4.1923076923076925,0,104,24,40,64,11,6,2,1,0,67.0,2,4,1,0.8846153846153846,3.067079880258594,0.0,13.0,0.0,0.0,0.0,-0.6666666666666666,-0.4767,0
68,1,1,98,12,3,0,0,1,0,1,0,5,7.25,7,71,10,22,49,6,1,2,2,0,23.75,4,4,0,0.75,2.416130152029899,0.0,3.0,0.0,0.25,0.0,-0.25,-0.4767,1
69,1,1,123,16,1,0,0,3,0,1,0,5,6.75,3,96,18,34,62,12,1,3,0,0,61.0,2,8,0,0.9375,3.4162712110624813,0.0,8.0,0.0,0.5,0.0,0.35000000000000003,-0.0258,1
70,1,1,124,17,1,0,1,3,0,1,0,6,6.294117647058823,2,96,8,36,60,6,4,0,1,0,61.5,2,1,0,0.8823529411764706,2.7616966876686035,0.5,8.5,0.0,0.5,0.0,0.0,-0.1027,0
71,1,1,138,14,2,0,0,2,0,2,0,6,8.928571428571429,6,106,18,35,71,8,2,2,2,0,45.333333333333336,3,3,0,0.8571428571428571,2.947335948858191,0.0,4.666666666666667,0.0,0.6666666666666666,0.0,0.25,-0.5574,0
72,1,1,139,18,5,0,0,0,0,1,0,6,6.777777777777778,1,112,11,40,72,10,2,3,2,0,22.333333333333332,6,5,0,0.8888888888888888,3.3476453043034264,0.0,3.0,0.0,0.16666666666666666,0.0,0.1,-0.2023,1
73,1,1,35,4,0,0,0,0,0,0,0,0,8.0,0,32,6,14,18,4,0,0,0,0,35.0,1,4,0,1.0,1.9484148476601835,0.0,4.0,0.0,0.0,0.0,0.13636363636363635,-0.4767,1
74,1,1,90,15,0,0,0,0,0,0,0,0,5.0,9,63,12,25,38,10,1,1,0,0,90.0,1,9,0,0.7333333333333333,3.117311094302967,0.0,15.0,0.0,0.0,0.0,-0.1,-0.6908,1
75,0,1,90,12,1,0,0,0,0,1,1,3,6.583333333333333,3,69,8,23,46,8,0,1,0,0,44.5,2,3,0,0.9166666666666666,2.7672201072753273,0.0,6.0,0.0,0.5,0.5,0.0,-0.6369,0
76,1,1,67,9,1,0,0,0,0,1,0,2,6.555555555555555,1,51,3,13,38,3,3,0,0,0,33.0,2,0,0,0.8888888888888888,1.9778115714822975,0.0,4.5,0.0,0.5,0.0,0.0,-0.4767,0
77,1,1,67,9,0,0,0,0,0,0,0,0,6.555555555555555,12,40,26,13,27,6,1,0,1,0,67.0,1,5,0,0.7777777777777778,2.408416052689069,0.0,9.0,0.0,0.0,0.0,0.0,-0.4767,1
78,1,1,95,16,0,0,0,0,0,0,0,0,4.9375,11,65,11,27,38,10,0,1,0,0,95.0,1,9,1,0.6875,2.954653545296858,0.0,16.0,0.0,0.0,0.0,0.0,-0.6908,1
79,1,1,91,18,6,0,1,0,0,0,0,7,4.111111111111111,0,67,0,25,42,6,2,3,0,0,12.142857142857142,7,0,0,0.6111111111111112,2.437816339549323,0.14285714285714285,2.5714285714285716,0.0,0.0,0.0,0.0,0.0,1
80,0,1,140,26,0,0,7,0,0,0,0,7,4.423076923076923,0,99,0,36,63,7,5,2,2,0,140.0,1,0,0,0.8846153846153846,3.0966716675499537,7.0,26.0,0.0,0.0,0.0,0.2,-0.4767,0
81,1,1,98,19,2,0,2,0,0,0,0,4,4.2105263157894735,0,75,7,29,46,5,3,1,4,0,32.0,3,3,1,1.0,3.1275075077805647,0.6666666666666666,6.333333333333333,0.0,0.0,0.0,-0.25,-0.4588,1
82,0,1,80,17,0,0,2,0,0,0,0,2,3.764705882352941,0,62,11,26,36,3,5,1,1,0,80.0,1,2,1,0.9411764705882353,2.1947693918579954,2.0,17.0,0.0,0.0,0.0,0.0,-0.8074,0
83,1,1,128,14,2,0,0,2,0,2,0,6,8.214285714285714,5,97,15,28,69,6,1,3,1,0,42.0,3,3,0,0.8571428571428571,2.439836487661868,0.0,4.666666666666667,0.0,0.6666666666666666,0.0,0.0,0.0,1
84,1,1,79,12,1,0,0,2,0,1,0,4,5.666666666666667,6,55,12,17,38,7,0,3,0,0,39.0,2,5,0,0.75,2.197121884283132,0.0,6.0,0.0,0.5,0.0,0.0,-0.4767,1
85,0,1,136,17,4,0,0,0,0,1,0,5,7.0588235294117645,6,103,12,33,70,12,1,2,1,0,26.4,5,8,0,0.8823529411764706,3.2583573524850804,0.0,3.4,0.0,0.2,0.0,0.0,-0.7003,1
86,1,1,67,8,0,0,0,0,0,0,0,0,7.5,3,51,51,16,35,8,0,0,0,0,67.0,1,8,0,0.875,2.6152551328390663,0.0,8.0,0.0,0.0,0.0,0.0,-0.3182,1
87,1,1,141,24,3,0,0,0,0,0,0,3,4.916666666666667,0,113,16,43,70,11,2,6,1,0,34.5,4,8,0,1.0,3.6692437315906137,0.0,6.0,0.0,0.0,0.0,0.175,-0.4767,1
88,1,1,128,25,0,0,0,2,0,0,0,2,4.16,5,96,10,31,65,12,3,4,1,0,128.0,1,5,1,0.84,3.496345973762877,0.0,25.0,0.0,0.0,0.0,0.0,-0.8271,1
89,1,1,47,6,0,0,0,0,0,0,0,0,7.0,0,39,39,13,26,5,0,0,1,0,47.0,1,5,0,1.0,2.411797004589201,0.0,6.0,0.0,0.0,0.0,0.0,-0.743,1
90,0,1,46,6,1,0,4,0,0,1,0,6,6.833333333333333,2,30,2,11,19,3,1,0,0,0,22.5,2,0,0,0.6666666666666666,1.0,2.0,3.0,0.0,0.5,0.0,0.0,-0.4767,0
91,1,1,57,8,0,0,0,0,0,0,0,0,6.25,6,39,39,11,28,7,0,0,0,0,57.0,1,7,0,0.75,2.2033124171226,0.0,8.0,0.0,0.0,0.0,0.0,-0.3182,1
92,0,1,93,12,1,0,0,0,0,1,1,3,6.833333333333333,14,58,47,18,40,9,0,1,0,0,46.0,2,8,0,0.75,2.5922888995888895,0.0,6.0,0.0,0.5,0.5,0.0,-0.1945,1
93,1,1,79,9,1,0,0,0,0,1,0,2,7.888888888888889,3,62,12,23,39,7,0,1,1,0,39.0,2,6,0,0.8888888888888888,2.4178111687478645,0.0,4.5,0.0,0.5,0.0,0.0,-0.4767,1
94,1,1,49,4,1,0,0,0,0,1,0,2,11.5,3,38,7,10,28,4,0,0,0,0,24.0,2,3,0,0.75,1.695095936001124,0.0,2.0,0.0,0.5,0.0,0.0,-0.4767,1
95,1,1,138,26,6,0,0,0,0,0,0,6,4.346153846153846,14,92,14,33,59,11,1,3,1,0,18.857142857142858,7,7,1,0.6538461538461539,3.021138830848723,0.0,3.7142857142857144,0.0,0.0,0.0,0.14285714285714285,-0.3818,1
96,1,1,138,22,1,0,1,0,0,0,0,2,5.318181818181818,0,114,2,43,71,8,5,0,1,0,68.5,2,1,0,0.9545454545454546,3.3946076018215035,0.5,11.0,0.0,0.0,0.0,0.0,0.6705,0
97,1,1,136,21,2,0,0,3,0,0,1,6,5.523809523809524,2,106,16,40,66,8,5,1,2,0,44.666666666666664,3,1,1,0.9047619047619048,3.256115590962807,0.0,7.0,0.0,0.0,0.3333333333333333,-0.06666666666666665,-0.7096,1
98,1,1,53,10,0,0,1,0,0,0,1,2,4.4,0,42,0,18,24,2,3,0,0,0,53.0,1,0,0,0.9,1.690363221339815,1.0,10.0,0.0,0.0,1.0,0.0,-0.4767,0
99,0,1,97,22,3,0,0,0,0,0,0,3,3.4545454545454546,0,72,1,26,46,9,3,2,0,0,23.5,4,2,0,0.7272727272727273,2.516563876845453,0.0,5.5,0.0,0.0,0.0,-0.39999999999999997,-0.5233,1
100,1,1,124,17,2,0,0,1,0,1,1,5,6.352941176470588,0,100,8,36,64,6,5,2,0,0,40.666666666666664,3,0,0,1.0,3.0826987333801776,0.0,5.666666666666667,0.0,0.3333333333333333,0.3333333333333333,-0.033333333333333326,-0.4784,1
101,1,1,139,20,0,0,0,1,0,0,0,1,6.0,0,119,7,44,75,6,4,2,1,0,139.0,1,3,1,1.0,3.276285713594876,0.0,20.0,0.0,0.0,0.0,0.0,-0.4767,0
102,1,1,49,8,3,0,0,0,0,0,1,4,5.25,0,37,3,13,24,3,0,0,3,0,11.5,4,0,0,1.0,2.417006266770949,0.0,2.0,0.0,0.0,0.25,-0.13181818181818183,0.0,0
103,1,1,109,20,1,0,0,0,0,0,0,1,4.5,0,87,3,30,57,5,4,0,2,0,54.0,2,2,0,0.8,2.7943142303737485,0.0,10.0,0.0,0.0,0.0,0.03333333333333336,0.2263,0
104,1,1,137,16,2,0,0,6,0,2,1,11,7.625,3,94,41,29,65,14,0,0,1,0,45.0,3,12,0,0.75,3.452284474925234,0.0,5.333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0
105,1,1,73,11,1,0,0,0,0,0,0,1,5.7272727272727275,0,60,4,23,37,7,1,1,0,0,36.0,2,3,0,1.0,2.6403468371761525,0.0,5.5,0.0,0.0,0.0,0.0,-0.1027,0
106,1,1,137,16,2,0,0,6,0,2,1,11,7.625,4,93,39,29,64,14,0,0,1,0,45.0,3,12,0,0.6875,3.3111496584498745,0.0,5.333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0
107,1,1,53,8,1,0,0,0,0,0,0,1,5.75,0,43,3,14,29,5,1,1,0,0,26.0,2,2,0,1.0,2.2085040938536213,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0
108,1,1,125,24,1,0,0,0,0,0,1,2,4.25,1,98,3,36,62,8,4,5,2,0,62.0,2,1,0,0.9166666666666666,2.919520801770356,0.0,12.0,0.0,0.0,0.5,0.5,0.0,0
109,1,1,69,11,1,0,0,0,0,0,0,1,5.363636363636363,0,56,3,21,35,4,0,0,2,1,34.0,2,2,0,0.7272727272727273,2.444924840326325,0.0,5.5,0.0,0.0,0.0,0.2,0.762,0
110,0,1,83,11,0,0,0,1,0,0,0,1,6.636363636363637,0,70,3,26,44,5,2,2,0,0,83.0,1,0,0,1.0,2.6002952869511518,0.0,11.0,0.0,0.0,0.0,-0.2,-0.4767,0
111,1,1,60,11,5,0,0,0,0,0,0,5,4.545454545454546,0,45,4,17,28,3,1,0,2,0,9.166666666666666,6,2,0,1.0,2.4335207476450456,0.0,1.8333333333333333,0.0,0.0,0.0,0.30000000000000004,0.2111,0
112,0,1,109,18,2,0,0,0,0,0,0,2,5.111111111111111,0,86,13,33,53,6,3,1,4,1,35.666666666666664,3,4,0,0.8333333333333334,2.5844974192511883,0.0,6.0,0.0,0.0,0.0,0.06,0.1243,0
113,1,1,34,2,1,0,0,0,0,1,0,2,16.5,0,28,9,7,21,2,0,0,0,0,16.5,2,1,0,1.0,1.4001182792698987,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0
114,1,1,137,16,2,0,0,6,0,2,1,11,7.625,5,92,40,27,65,14,0,0,1,0,45.0,3,12,0,0.625,3.159855454196991,0.0,5.333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0
115,1,1,137,16,2,0,0,6,0,2,1,11,7.625,4,93,39,29,64,14,0,0,1,0,45.0,3,12,0,0.6875,3.3111496584498745,0.0,5.333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0
116,0,1,137,16,2,0,0,6,0,2,1,11,7.625,10,87,36,29,58,14,0,0,1,0,45.0,3,12,0,0.625,3.159855454196991,0.0,5.333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0
117,1,1,54,9,0,0,2,0,0,0,1,3,5.111111111111111,0,42,6,15,27,5,1,1,0,0,54.0,1,2,0,0.8888888888888888,2.179538003327357,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0
118,1,1,137,16,2,0,0,6,0,2,1,11,7.625,9,88,39,28,60,14,0,0,1,0,45.0,3,12,0,0.625,3.159855454196991,0.0,5.333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0
119,1,1,137,16,2,0,0,6,0,2,1,11,7.625,9,88,39,28,60,14,0,0,1,0,45.0,3,12,0,0.625,3.159855454196991,0.0,5.333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0
120,1,1,139,21,2,0,1,2,0,1,0,6,5.666666666666667,3,106,16,37,69,5,4,0,4,0,45.666666666666664,3,4,0,0.8095238095238095,2.944599558014069,0.3333333333333333,7.0,0.0,0.3333333333333333,0.0,0.2333333333333333,0.7713,0
