,hasLocation,hasKeyword,tweetNumberOfChars,numberOfWords,numEx,numAt,numHash,numQ,numPeriod,numComma,numLinks,numPunc,avgCharsPerWord,numNumericTweet,numLettersTweet,numUpperTweet,numVowelsTweet,numConsonantsTweet,numNouns,numVerbs,numPrep,numAdj,numAdv,sentimentText,sentimentVader,target
31,1,1,55,5,1,0,0,1,0,1,0,3,10.2,1,44,10,12,32,3,1,0,1,0,0.0,0.0,1
32,1,1,67,10,2,0,2,0,0,1,0,5,5.8,2,48,5,14,34,3,2,0,1,0,-0.2,0.0,0
33,1,1,82,9,2,0,1,0,0,1,0,4,8.222222222222221,1,64,17,24,40,6,1,1,1,0,0.0,0.0,1
34,1,1,34,7,0,0,0,0,1,0,0,1,4.0,0,27,2,11,16,2,2,1,0,0,0.2125,-0.5255,0
35,1,1,76,13,1,0,0,0,0,1,0,2,4.923076923076923,1,58,35,17,41,10,0,1,1,0,0.0,0.0,0
36,1,1,122,21,1,0,1,1,0,0,0,3,4.857142857142857,0,98,7,37,61,7,4,1,2,0,0.16818181818181818,-0.5023,0
37,1,1,55,8,1,0,0,0,0,1,0,2,6.0,1,41,10,18,23,6,0,1,0,0,0.0,0.0,1
38,0,1,140,19,4,0,1,0,0,1,0,6,6.368421052631579,2,107,33,39,68,14,1,1,1,0,0.0,0.0,1
39,1,1,22,5,0,0,0,0,0,0,0,0,3.6,0,17,3,7,10,2,1,1,0,0,1.0,0.6166,0
40,1,1,114,8,4,0,1,0,0,4,0,9,13.375,7,78,23,18,60,4,2,0,1,0,0.0,0.0,0
41,0,1,62,11,0,0,0,0,0,0,0,0,4.636363636363637,0,49,0,25,24,2,0,2,4,0,-0.03333333333333333,-0.7311,0
42,1,1,120,24,1,2,0,0,0,0,0,3,4.041666666666667,0,94,7,39,55,10,4,2,2,0,0.6,0.89,0
43,0,1,44,6,0,4,0,1,0,0,0,5,6.5,0,34,20,16,18,6,0,0,0,0,0.0,0.0,0
44,0,1,92,14,4,0,0,0,1,1,0,6,5.642857142857143,1,69,6,22,47,5,2,1,0,0,0.0,0.0,0
45,0,1,96,16,2,1,0,0,0,1,0,4,5.0625,3,71,7,25,46,5,2,2,2,0,0.0,0.3818,0
46,1,1,97,13,1,0,0,0,0,1,0,2,6.538461538461538,2,77,7,26,51,4,3,2,1,0,0.0,-0.25,1
47,0,1,63,10,0,0,0,0,0,0,0,0,5.4,0,54,1,20,34,3,3,0,1,0,1.0,0.5423,0
48,1,1,114,8,4,0,1,0,0,4,0,9,13.375,7,78,23,18,60,4,2,0,1,0,0.0,0.0,0
49,1,1,138,27,3,0,0,0,0,0,0,3,4.148148148148148,0,107,4,41,66,8,6,3,2,0,-0.020238095238095236,0.2927,0
50,1,1,73,9,1,0,0,0,0,1,0,2,7.222222222222222,1,58,9,19,39,8,0,1,0,0,0.0,0.0,1
51,1,1,76,11,1,0,0,0,0,1,0,2,5.909090909090909,1,59,7,24,35,6,2,1,1,0,-0.1,0.0,1
52,1,1,134,18,5,0,0,0,0,2,0,7,6.5,3,99,27,28,71,13,1,1,0,0,0.0,0.0,0
53,1,1,95,10,1,0,0,0,0,1,0,2,8.6,1,79,14,26,53,9,0,1,0,0,-0.16666666666666666,0.0,1
54,1,1,130,15,2,8,0,1,0,1,0,12,7.733333333333333,2,94,8,31,63,7,3,0,2,0,0.25416666666666665,0.644,0
55,1,1,135,19,1,0,2,0,0,1,0,4,6.157894736842105,2,108,9,35,73,9,2,4,1,0,0.0,0.0,1
56,1,1,97,13,5,0,0,0,0,1,0,6,6.538461538461538,3,72,59,24,48,12,0,0,0,0,0.0,0.0,1
57,1,1,124,22,1,0,0,1,0,1,0,3,4.681818181818182,2,93,9,32,61,8,3,2,1,0,0.0,0.91,0
58,1,1,119,24,1,0,0,0,2,0,0,3,4.0,0,92,9,31,61,8,6,3,2,0,0.625,0.0,0
59,1,1,138,16,2,0,3,0,0,2,0,7,7.6875,5,104,12,34,70,7,3,2,1,0,0.0,0.0258,1
60,0,1,85,17,0,0,0,0,0,0,0,0,4.0588235294117645,0,68,4,23,45,10,1,5,0,0,0.0,0.0,0
61,1,1,137,18,4,0,0,0,1,1,0,6,6.5,1,106,10,37,69,7,3,3,1,0,0.0,0.4753,0
62,1,1,98,15,1,0,0,0,0,1,0,2,5.533333333333333,11,61,14,20,41,8,0,0,2,0,-0.4,-0.3612,0
63,1,1,138,23,0,0,0,2,1,0,0,3,5.043478260869565,6,105,4,42,63,8,4,0,3,0,0.0,0.0,1
64,1,1,80,10,1,0,2,0,0,1,0,4,7.0,1,58,14,19,39,8,0,0,1,0,0.0,0.0,0
65,1,1,76,8,1,0,0,1,0,1,0,3,8.625,0,63,7,19,44,5,1,1,1,0,0.4000000000000001,-0.0258,1
66,1,1,85,19,1,1,0,1,0,0,0,3,3.526315789473684,0,63,2,27,36,2,7,1,2,0,-0.125,0.0,0
67,1,1,140,27,1,0,0,0,0,0,0,1,4.222222222222222,0,107,24,41,66,12,6,2,1,0,-0.6666666666666666,-0.4767,0
68,1,1,98,12,3,0,1,0,0,1,0,5,7.25,7,71,10,22,49,6,1,2,2,0,-0.25,-0.4767,1
69,1,1,123,16,1,0,3,0,0,1,0,5,6.75,3,96,18,34,62,12,1,3,0,0,0.35000000000000003,-0.0258,1
70,1,1,129,18,1,1,3,0,0,1,0,6,6.222222222222222,2,99,8,37,62,7,4,0,1,0,0.0,-0.1027,0
71,1,1,139,14,2,0,2,0,0,2,0,6,9.0,6,106,18,35,71,8,2,2,2,0,0.25,-0.5574,0
72,1,1,139,18,5,0,0,0,0,1,0,6,6.777777777777778,1,112,11,40,72,10,2,3,2,0,0.1,-0.2023,1
73,1,1,35,4,0,0,0,0,0,0,0,0,8.0,0,32,6,14,18,4,0,0,0,0,0.13636363636363635,-0.4767,1
74,1,1,90,15,0,0,0,0,0,0,0,0,5.0,9,63,12,25,38,10,1,1,0,0,-0.1,-0.4767,1
75,0,1,90,12,1,0,0,1,0,1,0,3,6.583333333333333,3,69,8,23,46,8,0,1,0,0,0.0,-0.6369,0
76,1,1,67,9,1,0,0,0,0,1,0,2,6.555555555555555,1,51,3,13,38,3,3,0,0,0,0.0,-0.4767,0
77,1,1,67,9,0,0,0,0,0,0,0,0,6.555555555555555,12,40,26,13,27,6,1,0,1,0,0.0,-0.4767,1
78,1,1,95,16,0,0,0,0,0,0,0,0,4.9375,11,65,11,27,38,10,0,1,0,0,0.0,-0.4767,1
79,1,1,91,18,6,1,0,0,0,0,0,7,4.111111111111111,0,67,0,25,42,6,2,3,0,0,0.0,0.0,1
80,0,1,144,27,0,7,0,0,0,0,0,7,4.2592592592592595,0,99,0,36,63,8,4,2,3,0,0.2,-0.6199,0
81,1,1,98,19,2,2,0,0,0,0,0,4,4.2105263157894735,0,75,7,29,46,5,3,1,4,0,-0.25,-0.3873,1
82,0,1,80,17,0,2,0,0,0,0,0,2,3.764705882352941,0,62,11,26,36,3,5,1,1,0,0.0,-0.8253,0
83,1,1,132,14,2,0,2,0,0,2,0,6,8.5,5,99,15,28,71,6,1,3,1,0,0.0,0.0,1
84,1,1,79,12,1,0,2,0,0,1,0,4,5.666666666666667,6,55,12,17,38,7,0,3,0,0,0.0,-0.4767,1
85,0,1,136,17,4,0,0,0,0,1,0,5,7.0588235294117645,6,103,12,33,70,12,1,2,1,0,0.0,-0.7003,1
86,1,1,67,8,0,0,0,0,0,0,0,0,7.5,3,51,51,16,35,8,0,0,0,0,0.0,-0.3182,1
87,1,1,142,24,3,0,0,0,0,0,0,3,4.958333333333333,0,113,16,43,70,11,2,6,1,0,0.175,-0.4767,1
88,1,1,128,25,0,0,2,0,0,0,0,2,4.16,5,96,10,31,65,12,3,4,1,0,0.0,-0.8271,1
89,1,1,47,6,0,0,0,0,0,0,0,0,7.0,0,39,39,13,26,5,0,0,1,0,0.0,-0.743,1
90,0,1,46,6,1,4,0,0,0,1,0,6,6.833333333333333,2,30,2,11,19,3,1,0,0,0,0.0,-0.6199,0
91,1,1,57,8,0,0,0,0,0,0,0,0,6.25,6,39,39,11,28,7,0,0,0,0,0.0,-0.3182,1
92,0,1,93,12,1,0,0,1,0,1,0,3,6.833333333333333,14,58,47,18,40,9,0,1,0,0,0.0,-0.3614,1
93,1,1,79,9,1,0,0,0,0,1,0,2,7.888888888888889,3,62,12,23,39,7,0,1,1,0,0.0,-0.4767,1
94,1,1,49,4,1,0,0,0,0,1,0,2,11.5,3,38,7,10,28,4,0,0,0,0,0.0,-0.4767,1
95,1,1,138,26,6,0,0,0,0,0,0,6,4.346153846153846,14,92,14,33,59,11,1,3,1,0,0.14285714285714285,-0.3818,1
96,1,1,138,22,1,1,0,0,0,0,0,2,5.318181818181818,0,114,2,43,71,8,5,0,1,0,0.0,0.6705,0
97,1,1,136,21,2,0,3,1,0,0,0,6,5.523809523809524,2,106,16,40,66,8,5,1,2,0,0.15,-0.4767,1
98,1,1,53,10,0,1,0,1,0,0,0,2,4.4,0,42,0,18,24,2,3,0,0,0,0.0,-0.4767,0
99,0,1,97,22,3,0,0,0,0,0,0,3,3.4545454545454546,0,72,1,26,46,9,3,2,0,0,-0.39999999999999997,-0.5233,1
100,1,1,124,17,2,0,1,1,0,1,0,5,6.352941176470588,0,100,8,36,64,6,5,2,0,0,-0.033333333333333326,-0.4784,1
101,1,1,139,20,0,0,1,0,0,0,0,1,6.0,0,119,7,44,75,6,4,2,1,0,0.0,-0.4767,0
102,1,1,49,8,3,0,0,1,0,0,0,4,5.25,0,37,3,13,24,3,0,0,3,0,-0.13181818181818183,0.0,0
103,1,1,111,20,1,0,0,0,0,0,0,1,4.5,0,87,3,30,57,5,4,0,2,0,0.03333333333333336,0.2263,0
104,1,1,138,16,2,0,6,1,0,2,0,11,7.6875,3,94,41,29,65,14,0,0,1,0,0.0,0.0,0
105,1,1,73,11,1,0,0,0,0,0,0,1,5.7272727272727275,0,60,4,23,37,7,1,1,0,0,0.0,-0.1027,0
106,1,1,138,16,2,0,6,1,0,2,0,11,7.6875,4,93,39,29,64,14,0,0,1,0,0.0,0.0,0
107,1,1,53,8,1,0,0,0,0,0,0,1,5.75,0,43,3,14,29,5,1,1,0,0,0.0,0.0,0
108,1,1,125,24,1,0,0,1,0,0,0,2,4.25,1,98,3,36,62,8,4,5,2,0,0.5,0.0,0
109,1,1,69,11,1,0,0,0,0,0,0,1,5.363636363636363,0,56,3,21,35,4,0,0,2,1,0.2,0.762,0
110,0,1,83,11,0,0,1,0,0,0,0,1,6.636363636363637,0,70,3,26,44,5,2,2,0,0,-0.2,-0.4767,0
111,1,1,60,11,5,0,0,0,0,0,0,5,4.545454545454546,0,45,4,17,28,3,1,0,2,0,0.30000000000000004,0.2111,0
112,0,1,109,18,2,0,0,0,0,0,0,2,5.111111111111111,0,86,13,33,53,6,3,1,4,1,0.06,0.1243,0
113,1,1,34,2,1,0,0,0,0,1,0,2,16.5,0,28,9,7,21,2,0,0,0,0,0.0,0.0,0
114,1,1,138,16,2,0,6,1,0,2,0,11,7.6875,5,92,40,27,65,14,0,0,1,0,0.0,0.0,0
115,1,1,138,16,2,0,6,1,0,2,0,11,7.6875,4,93,39,29,64,14,0,0,1,0,0.0,0.0,0
116,0,1,138,16,2,0,6,1,0,2,0,11,7.6875,10,87,36,29,58,14,0,0,1,0,0.0,0.0,0
117,1,1,54,9,0,2,0,1,0,0,0,3,5.111111111111111,0,42,6,15,27,5,1,1,0,0,0.0,0.0,0
118,1,1,138,16,2,0,6,1,0,2,0,11,7.6875,9,88,39,28,60,14,0,0,1,0,0.0,0.0,0
119,1,1,138,16,2,0,6,1,0,2,0,11,7.6875,9,88,39,28,60,14,0,0,1,0,0.0,0.0,0
120,1,1,139,21,2,1,2,0,0,1,0,6,5.666666666666667,3,106,16,37,69,5,4,0,4,0,0.2333333333333333,0.8139,0
121,1,1,123,16,1,0,0,0,0,2,0,3,6.75,1,101,15,29,72,11,0,2,1,0,0.0,0.6705,0
122,0,1,136,23,0,6,2,0,0,0,0,8,4.956521739130435,0,106,1,38,68,8,3,2,2,0,-0.5666666666666668,-0.9367,0
123,0,1,72,8,1,0,0,0,0,1,0,2,8.125,5,48,9,15,33,7,0,0,0,0,0.0,0.0,0
124,1,1,131,16,4,0,2,1,0,1,0,8,7.1875,6,92,9,31,61,7,2,1,2,0,0.0,0.6705,0
125,1,1,128,19,1,0,0,0,0,0,0,1,5.7894736842105265,0,106,3,46,60,6,3,2,2,0,-0.10714285714285715,-0.3919,0
126,1,1,132,26,1,0,0,0,0,0,0,1,4.115384615384615,0,103,3,36,67,5,4,3,1,0,0.0,0.25,0
127,1,1,110,16,1,0,3,0,3,1,0,8,5.9375,2,82,7,26,56,5,4,3,1,0,0.0,0.8433,0
128,1,1,135,27,1,0,0,0,0,0,0,1,4.037037037037037,0,105,6,42,63,6,10,2,1,0,1.0,-0.7096,0
129,1,1,61,11,1,0,0,0,0,0,0,1,4.636363636363637,0,50,2,19,31,6,1,0,1,0,0.0,0.0,0
130,0,1,27,5,0,0,0,1,0,0,0,1,4.6,0,22,4,10,12,1,2,0,0,0,0.5,0.6369,0
131,0,1,34,2,1,0,0,0,0,1,0,2,16.5,2,26,5,4,22,2,0,0,0,0,0.0,0.0,0
132,0,1,114,21,3,0,0,0,0,0,0,3,4.476190476190476,0,91,3,32,59,4,6,1,2,0,0.4,0.9001,0
133,1,1,101,19,1,0,0,0,0,0,0,1,4.368421052631579,0,81,6,31,50,5,6,0,2,0,0.0,0.2584,0
134,1,1,78,14,1,0,0,0,0,0,0,1,4.642857142857143,0,62,3,20,42,6,2,0,2,0,0.125,0.0,0
135,0,1,136,18,1,1,0,6,0,0,0,8,6.611111111111111,4,104,31,34,70,11,4,0,1,0,0.0,0.34,0
136,1,1,136,18,4,0,1,0,0,1,0,6,6.611111111111111,0,109,11,37,72,10,4,2,2,0,0.0,-0.4767,1
137,1,1,136,20,4,0,0,0,0,1,0,5,5.85,3,105,6,38,67,11,1,3,2,0,0.1,-0.765,1
138,1,1,80,14,1,0,0,1,0,0,0,2,4.785714285714286,5,60,0,24,36,3,3,3,1,0,0.0,-0.4767,0
139,1,1,136,18,4,0,0,0,0,1,0,5,6.611111111111111,0,110,12,39,71,11,3,3,1,0,0.0,-0.4767,1
140,0,1,104,17,0,4,0,1,1,0,0,6,5.176470588235294,0,80,4,33,47,7,2,1,3,0,0.6875,-0.4857,1
141,1,1,110,20,0,6,0,0,0,0,0,6,4.55,0,85,0,33,52,11,3,2,2,0,0.0,-0.932,1
142,1,1,75,9,1,0,0,1,0,1,0,3,7.444444444444445,1,59,12,22,37,6,1,2,0,0,0.0,-0.4767,1
143,1,1,84,10,1,0,0,0,0,1,0,2,7.4,10,55,8,19,36,6,0,2,2,0,-1.0,-0.8807,1
144,1,1,135,22,1,0,0,0,0,0,0,1,5.181818181818182,6,107,8,48,59,12,2,3,0,0,-0.2,-0.8225,1
145,1,1,97,10,1,0,3,0,0,1,0,5,8.8,10,66,14,22,44,7,0,1,2,0,-1.0,-0.8807,1
146,1,1,140,18,1,0,0,0,0,1,0,2,6.833333333333333,2,114,10,39,75,11,3,3,1,0,0.0,-0.4767,1
147,0,1,136,20,3,0,0,0,0,0,0,3,5.85,0,113,6,44,69,11,5,3,1,0,0.0,-0.4767,1
148,1,1,95,13,0,0,4,0,0,0,0,4,6.384615384615385,2,75,21,28,47,7,1,1,2,0,-0.2,-0.8225,1
149,1,1,71,13,0,0,0,0,0,0,0,0,4.538461538461538,0,59,1,22,37,7,1,2,0,0,0.0,0.128,0
150,1,1,126,22,1,0,0,2,1,0,0,4,4.7727272727272725,0,100,4,35,65,7,2,3,3,0,0.375,-0.7644,0
151,1,1,136,18,4,0,1,0,0,1,0,6,6.611111111111111,1,108,12,37,71,11,4,2,1,0,0.0,-0.4767,1
152,0,1,127,13,2,0,8,0,0,1,0,11,8.76923076923077,1,97,4,35,62,9,1,0,1,0,-1.0,-0.7264,1
153,1,1,87,10,1,0,0,0,0,1,0,2,7.7,9,58,12,17,41,7,0,2,1,0,-1.0,-0.8807,1
154,1,1,83,10,1,0,0,0,0,1,0,2,7.4,9,56,13,19,37,6,0,2,2,0,-1.0,-0.8807,1
155,1,1,70,11,2,0,0,0,0,0,0,2,5.454545454545454,0,58,3,23,35,8,0,1,0,0,-0.125,-0.6647,1
156,0,1,138,18,1,0,7,1,0,1,0,10,6.722222222222222,3,105,23,40,65,15,0,3,0,0,0.0,-0.8481,1
157,1,1,80,11,1,0,0,0,0,1,0,2,6.363636363636363,0,64,4,20,44,6,0,2,0,0,0.0,-0.5994,1
158,1,1,136,18,4,0,0,0,0,1,0,5,6.611111111111111,3,106,15,37,69,12,3,2,1,0,0.0,-0.4767,1
159,0,1,136,18,4,0,0,0,0,1,0,5,6.611111111111111,2,108,13,39,69,11,3,3,1,0,0.0,-0.4767,1
160,1,1,129,17,5,0,0,0,0,1,0,6,6.647058823529412,9,88,30,29,59,11,0,2,2,0,-0.75,-0.9406,1
161,1,1,140,25,2,0,0,0,0,0,0,2,4.32,0,103,4,41,62,11,2,4,4,0,-0.115625,-0.7732,1
162,1,1,75,10,2,0,0,0,0,1,0,3,6.6,0,60,14,18,42,8,0,2,0,0,-1.0,-0.8807,1
163,1,1,113,14,2,0,8,0,1,1,0,12,7.071428571428571,3,80,20,27,53,10,3,0,0,0,0.0,-0.5255,1
164,0,1,136,20,3,0,0,0,0,0,0,3,5.85,0,113,6,44,69,11,5,3,1,0,0.0,-0.4767,1
165,1,1,26,5,1,0,0,0,0,0,0,1,4.4,0,21,1,10,11,2,1,0,0,0,0.0,-0.4767,1
166,1,1,68,13,1,0,0,0,0,0,0,1,4.3076923076923075,0,55,2,22,33,5,2,2,1,0,-1.0,-0.5719,0
167,1,1,104,21,1,0,0,0,0,0,0,1,4.0,0,82,3,31,51,5,4,7,1,0,0.15,-0.8744,0
168,1,1,87,12,1,0,0,0,0,1,0,2,6.333333333333333,2,69,8,25,44,7,1,3,0,0,0.0,-0.7906,1
169,1,1,62,7,1,0,0,0,0,1,0,2,7.857142857142857,1,49,6,18,31,3,0,0,1,0,0.0,-0.4767,1
170,1,1,136,21,2,1,1,0,0,1,0,5,5.523809523809524,2,106,5,41,65,9,3,4,1,0,0.0,-0.6486,1
171,0,1,116,22,0,0,1,0,0,0,0,1,4.318181818181818,0,91,5,36,55,7,3,3,1,0,0.1,0.0,1
172,1,1,110,11,2,0,0,0,0,2,0,4,9.090909090909092,4,86,9,27,59,8,2,1,0,0,-0.2,-0.886,1
173,1,1,138,20,5,0,1,0,0,2,0,8,5.95,3,98,11,32,66,10,0,4,1,0,-0.3333333333333333,-0.4588,1
174,0,1,106,13,1,0,1,0,0,1,0,3,7.230769230769231,0,87,9,32,55,8,3,1,0,0,-0.2,-0.886,1
175,1,1,85,9,1,0,0,0,0,1,0,2,8.555555555555555,3,69,4,21,48,5,3,0,1,0,0.13636363636363635,0.4404,0
176,1,1,136,19,3,0,0,0,0,0,0,3,6.2105263157894735,0,113,6,39,74,9,2,2,1,0,0.14285714285714285,0.0,1
177,0,1,87,10,1,0,0,0,0,1,0,2,7.8,2,71,6,25,46,7,2,1,0,0,-0.2,-0.886,1
178,1,1,103,13,1,0,0,0,0,1,0,2,7.0,3,82,67,32,50,11,0,1,0,0,0.0,0.0,0
179,1,1,89,13,1,0,0,0,0,1,0,2,5.923076923076923,2,70,18,21,49,7,2,0,1,0,0.14545454545454545,-0.5423,0
180,1,1,124,18,0,2,0,4,0,0,0,6,5.944444444444445,13,87,14,30,57,7,3,0,3,0,-0.6,-0.7199,1
181,1,1,72,13,0,1,2,0,0,0,0,3,4.615384615384615,0,57,3,21,36,2,5,2,0,0,0.3333333333333333,0.4215,0
182,0,1,107,13,1,0,3,0,0,1,0,5,7.3076923076923075,1,85,9,29,56,10,2,1,0,0,-0.2,-0.886,1
183,1,1,110,11,2,0,0,0,0,2,0,4,9.090909090909092,3,87,11,28,59,8,2,1,0,0,-0.2,-0.886,1
184,1,1,34,5,0,0,0,1,0,0,0,1,6.0,0,29,2,11,18,2,1,1,0,0,0.0,0.0,0
185,0,1,83,11,2,1,0,1,1,1,0,6,6.636363636363637,1,63,11,24,39,3,3,0,2,0,0.6875,0.4926,0
186,1,1,103,13,1,0,0,0,0,1,0,2,7.0,3,82,68,30,52,11,0,1,0,0,0.0,0.0,0
187,0,1,73,8,1,0,0,0,0,1,0,2,8.25,3,58,5,20,38,7,0,0,0,0,0.0,-0.7351,1
188,1,1,121,21,0,0,0,2,0,0,0,2,4.809523809523809,0,99,4,44,55,5,5,1,3,0,0.25,0.296,0
189,1,1,109,14,1,0,3,0,0,1,0,5,6.857142857142857,5,78,13,27,51,9,1,2,1,0,0.0,0.0,0
190,0,1,110,11,2,0,0,0,0,2,0,4,9.090909090909092,0,90,10,28,62,8,2,1,0,0,-0.2,-0.886,1
191,1,1,87,10,1,0,0,0,0,1,0,2,7.8,3,70,4,25,45,7,2,1,0,0,-0.2,-0.886,1
192,1,1,103,13,1,0,0,0,0,1,0,2,7.0,3,82,66,30,52,11,0,1,0,0,0.0,0.0,0
193,1,1,103,13,1,0,0,0,0,1,0,2,7.0,4,81,67,31,50,10,1,1,0,0,0.0,0.0,0
194,1,1,133,22,2,0,0,1,2,1,0,6,5.090909090909091,1,100,11,33,67,9,2,4,1,0,0.0,0.0,0
195,1,1,66,12,0,0,0,0,0,0,0,0,4.583333333333333,0,50,0,16,34,3,4,1,0,0,0.0,0.0,1
196,0,1,96,11,1,0,1,0,0,1,0,3,7.818181818181818,1,79,6,29,50,7,3,1,0,0,-0.2,-0.886,1
197,1,1,110,11,2,0,0,0,0,2,0,4,9.090909090909092,3,87,10,28,59,8,2,1,0,0,-0.2,-0.886,1
198,0,1,47,9,0,0,0,0,0,0,0,0,4.333333333333333,0,39,1,14,25,3,1,1,0,0,0.14285714285714285,0.0,0
199,1,1,102,9,1,6,0,2,0,1,0,10,10.444444444444445,2,73,12,23,50,5,1,0,0,0,0.0,0.0,0
200,1,1,97,12,1,0,0,0,0,1,0,2,7.166666666666667,2,76,67,23,53,11,0,0,0,0,0.0,0.0,0
201,1,1,110,11,2,0,0,0,0,2,0,4,9.090909090909092,2,88,9,29,59,8,2,1,0,0,-0.2,-0.886,1
202,0,1,110,11,2,0,0,0,0,2,0,4,9.090909090909092,5,85,12,28,57,8,2,1,0,0,-0.2,-0.886,1
203,1,1,98,11,1,0,1,0,0,1,0,3,8.0,1,81,7,28,53,8,2,1,0,0,-0.2,-0.886,1
204,1,1,98,11,1,0,1,0,0,1,0,3,8.0,3,79,4,28,51,8,2,1,0,0,-0.2,-0.886,1
205,0,1,64,11,0,2,0,0,0,0,0,2,4.909090909090909,0,51,3,19,32,7,0,2,0,0,0.0,0.168,0
206,0,1,120,18,1,0,0,2,0,0,0,3,5.722222222222222,5,94,8,34,60,5,4,1,2,0,0.1,0.6369,0
207,1,1,110,11,2,0,0,0,0,2,0,4,9.090909090909092,6,84,13,28,56,8,2,1,0,0,-0.2,-0.886,1
208,1,1,69,13,4,0,0,0,0,0,0,4,4.384615384615385,0,52,2,21,31,4,3,1,1,0,-0.8,-0.5719,0
209,1,1,101,17,2,0,0,0,0,0,0,2,5.0,0,83,4,32,51,6,3,1,2,0,-0.2,-0.6917,0
210,1,1,110,19,2,0,0,0,0,0,0,2,4.842105263157895,0,90,90,35,55,19,0,0,0,0,0.05,0.0,0
211,1,1,43,6,1,0,1,0,0,0,0,2,6.333333333333333,0,36,2,14,22,3,1,1,0,0,0.0,0.0,0
